A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
3,0,0,2,3.928125595,1.928125595,1.856251191,3.928125595,0,2.928125595,3.856251191,0.928125595,1.928125595,0,1.071874405,45.13126548,24.21562321,1.928125595,2540.299981,0,2
0.710310381,0,0.710310381,2,1.710310381,1,0.710310381,2.289689619,0,1.289689619,1.710310381,0.289689619,2.420620762,0,1.710310381,28.47627543,14.13093114,1,1266.896896,0,2
1.100233631,0.100233631,1.300700893,2,2.200467262,1,1.200467262,2.100233631,0.400934524,1.300700893,2,0.200467262,2.899766369,0,2,26.40327084,15,1.100233631,1264.701635,0,2
1,0,0,2,2,1,1,2,3,4,3,1,2,0,2,49,30,1,8386,0,2
0.328047092,0,2.687811634,2,3.343905817,1,2.343905817,2.671952908,1.656094183,2.656094183,3.671952908,1.671952908,2,0,2,47.65609418,34.03171745,1,8351.730402,0,2
2.424671628,1,0,0.383552248,2.383552248,1,1.808223876,3,7.274014883,2.383552248,0.767104496,0,2,0.191776124,2.808223876,34.91776124,41.09605953,1.191776124,4843.808224,0,2
0.644006964,1,0,1.570662024,2.785331012,1,1.214668988,2.214668988,1.932020891,2,2.355993036,0.785331012,2,0.785331012,2.214668988,31.42933798,29.15205571,1,4822.796063,0,2
0,0,0,2,2,2,1,2,1,2,2,1,2,0,2,26,36,1,8229,0,2
0,0,0,2,2,2,1,2,1,2,2,1,2,0,2,26,36,1,8229,0,2
0,1,0,2,2.629268493,1,0.94390274,3.314634247,4,2,2,1.314634247,1.314634247,0,2,24.37073151,28.55122192,1.685365753,1838.146342,0,2
2.132991261,1,0,1.289002913,4,1,3,4,6.132991261,2,2,2,2,0,2,32.95395922,38.60102622,1,1826.514076,0,2
